rank,row,col,bf16_source,python_faithful,arle_cuda,cuda_vs_python_abs,cuda_vs_python_rel
106,0,2891,-0.000553131103515625,-0.00012922816677019,-0.00012969970703125,4.7154026105999947e-07,0.003648896934464574
107,6,2122,0.007171630859375,0.008148979395627975,0.0081787109375,2.9731541872024536e-05,0.0036484987940639257
108,6,692,0.005706787109375,0.00796362105756998,0.0079345703125,2.905074506998062e-05,0.003647931618615985
109,7,237,-0.0140380859375,-0.01617635227739811,-0.0162353515625,5.8999285101890564e-05,0.0036472552455961704
110,6,3512,0.00860595703125,0.00814738031476736,0.00811767578125,2.9704533517360687e-05,0.0036458999384194613
111,2,2538,-0.015869140625,-0.016172237694263458,-0.01611328125,5.895644426345825e-05,0.003645534161478281
112,0,70,-0.0172119140625,-0.01654127426445484,-0.0166015625,6.0288235545158386e-05,0.0036447152961045504
113,2,263,-0.015625,-0.015804631635546684,-0.0157470703125,5.7561323046684265e-05,0.0036420540418475866
114,3,174,-0.033203125,-0.032344356179237366,-0.0322265625,0.00011779367923736572,0.003641861956566572
115,1,2399,-0.0031280517578125,-0.004104929976165295,-0.004119873046875,1.4943070709705353e-05,0.0036402742844074965
116,6,492,0.0018768310546875,0.0010110291186720133,0.00101470947265625,3.6803539842367172e-06,0.003640205832198262
117,4,2092,-0.007171630859375,-0.008208591490983963,-0.0081787109375,2.9880553483963013e-05,0.0036401560064405203
118,0,1541,0.00970458984375,0.007905792444944382,0.0079345703125,2.8777867555618286e-05,0.003640098962932825
119,2,1583,-0.0020599365234375,-0.0010186313884332776,-0.0010223388671875,3.707478754222393e-06,0.00363966659642756
120,1,954,-0.0079345703125,-0.008147322572767735,-0.00811767578125,2.9646791517734528e-05,0.0036388386506587267
121,3,2973,-0.0164794921875,-0.016049599274992943,-0.0159912109375,5.838833749294281e-05,0.003637993475422263
122,3,1246,-0.007781982421875,-0.008027455769479275,-0.008056640625,2.918485552072525e-05,0.0036356295458972454
123,4,3734,-0.00830078125,-0.008149095810949802,-0.0081787109375,2.96151265501976e-05,0.0036341610830277205
124,2,2639,0.0089111328125,0.007963493466377258,0.0079345703125,2.89231538772583e-05,0.0036319680511951447
125,3,2167,-0.005859375,-0.008147255517542362,-0.00811767578125,2.9579736292362213e-05,0.0036306381225585938
126,7,2038,-0.01708984375,-0.016541525721549988,-0.0166015625,6.003677845001221e-05,0.0036294583696871996
127,6,2480,-0.017822265625,-0.016662033274769783,-0.0166015625,6.047077476978302e-05,0.0036292553413659334
