1779354250
2026/05/21 17:07:06.847, 14662, 1282, 1
1779354431
2026/05/21 17:07:11.875, 14630, 1314, 21
1779354436
2026/05/21 17:07:16.904, 14534, 1410, 3
1779354441
2026/05/21 17:07:21.932, 14694, 1250, 100
1779354446
2026/05/21 17:07:26.958, 14438, 1506, 90
1779354451
2026/05/21 17:07:31.988, 14534, 1410, 9
1779354457
2026/05/21 17:07:37.017, 14374, 1570, 12
1779354462
2026/05/21 17:07:42.043, 14278, 1666, 11
1779354467
2026/05/21 17:07:47.071, 14054, 1890, 43
1779354472
2026/05/21 17:07:52.102, 13958, 1986, 18
1779354477
2026/05/21 17:07:57.128, 14662, 1282, 1
1779354482
2026/05/21 17:08:02.156, 14694, 1250, 0
1779354487
2026/05/21 17:08:07.185, 14694, 1250, 0
1779354492
2026/05/21 17:08:12.212, 14694, 1250, 0
1779354497
2026/05/21 17:08:17.241, 14470, 1474, 86
1779354502
2026/05/21 17:08:22.270, 14438, 1506, 100
1779354507
2026/05/21 17:08:27.296, 14534, 1410, 100
1779354512
2026/05/21 17:08:32.325, 14310, 1634, 36
1779354517
2026/05/21 17:08:37.354, 14150, 1794, 17
1779354522
2026/05/21 17:08:42.383, 14118, 1826, 10
1779354527
2026/05/21 17:08:47.413, 14214, 1730, 9
1779354532
2026/05/21 17:08:52.442, 14054, 1890, 16
1779354537
2026/05/21 17:08:57.470, 14054, 1890, 24
1779354542
2026/05/21 17:09:02.500, 14694, 1250, 0
1779354547
2026/05/21 17:09:07.529, 14630, 1314, 9
1779354552
2026/05/21 17:09:12.557, 14566, 1378, 100
1779354557
2026/05/21 17:09:17.594, 14214, 1730, 40
1779354562
2026/05/21 17:09:22.625, 14150, 1794, 16
1779354567
2026/05/21 17:09:27.655, 14022, 1922, 21
1779354572
2026/05/21 17:09:32.683, 14694, 1250, 0
1779354577
2026/05/21 17:09:37.710, 14694, 1250, 2
1779354582
2026/05/21 17:09:42.742, 14374, 1570, 30
1779354587
2026/05/21 17:09:47.771, 14214, 1730, 10
1779354592
2026/05/21 17:09:52.799, 14182, 1762, 12
1779354597
2026/05/21 17:09:57.828, 14310, 1634, 22
1779354602
2026/05/21 17:10:02.859, 14054, 1890, 11
1779354607
2026/05/21 17:10:07.888, 13958, 1986, 1
1779354612
2026/05/21 17:10:12.938, 14630, 1314, 0
1779354617
2026/05/21 17:10:17.965, 14534, 1410, 0
1779354622
2026/05/21 17:10:22.994, 14694, 1250, 0
1779354628
2026/05/21 17:10:28.023, 14566, 1378, 1
1779354633
2026/05/21 17:10:33.053, 14694, 1250, 0
1779354638
2026/05/21 17:10:38.082, 14342, 1602, 64
1779354643
2026/05/21 17:10:43.121, 14182, 1762, 41
1779354648
2026/05/21 17:10:48.150, 14758, 1186, 0
1779354653
2026/05/21 17:10:53.179, 14598, 1346, 0
1779354658
2026/05/21 17:10:58.206, 14662, 1282, 0
1779354663
2026/05/21 17:11:03.233, 14566, 1378, 100
1779354668
2026/05/21 17:11:08.262, 14374, 1570, 19
1779354673
2026/05/21 17:11:13.289, 14182, 1762, 17
1779354678
2026/05/21 17:11:18.316, 13990, 1954, 100
1779354683
2026/05/21 17:11:23.345, 13958, 1986, 4
1779354688
2026/05/21 17:11:28.374, 14598, 1346, 3
1779354693
2026/05/21 17:11:33.401, 14438, 1506, 0
1779354698
2026/05/21 17:11:38.429, 14694, 1250, 0
1779354703
2026/05/21 17:11:43.460, 14502, 1442, 78
1779354708
2026/05/21 17:11:48.491, 14470, 1474, 20
1779354713
2026/05/21 17:11:53.520, 14406, 1538, 20
1779354718
2026/05/21 17:11:58.547, 14438, 1506, 9
1779354723
2026/05/21 17:12:03.573, 14246, 1698, 11
1779354728
2026/05/21 17:12:08.601, 14310, 1634, 9
1779354733
2026/05/21 17:12:13.629, 14182, 1762, 8
1779354738
2026/05/21 17:12:18.660, 14086, 1858, 21
1779354743
2026/05/21 17:12:23.695, 14758, 1186, 0
1779354748
2026/05/21 17:12:28.722, 14598, 1346, 1
1779354753
2026/05/21 17:12:33.751, 14662, 1282, 0
1779354758
2026/05/21 17:12:38.777, 14694, 1250, 0
1779354763
2026/05/21 17:12:43.808, 14566, 1378, 100
1779354768
2026/05/21 17:12:48.899, 14278, 1666, 31
1779354773
2026/05/21 17:12:53.934, 14022, 1922, 24
1779354778
2026/05/21 17:12:58.978, 13958, 1986, 1
1779354783
2026/05/21 17:13:04.012, 13958, 1986, 0
1779354789
2026/05/21 17:13:09.040, 14694, 1250, 1
1779354794
2026/05/21 17:13:14.069, 14662, 1282, 3
1779354799
2026/05/21 17:13:19.144, 14470, 1474, 93
1779354804
2026/05/21 17:13:24.188, 14406, 1538, 100
1779354809
2026/05/21 17:13:29.216, 14502, 1442, 10
1779354814
2026/05/21 17:13:34.249, 14278, 1666, 12
1779354819
2026/05/21 17:13:39.276, 14246, 1698, 10
1779354824
2026/05/21 17:13:44.305, 14054, 1890, 18
1779354829
2026/05/21 17:13:49.334, 14022, 1922, 8
1779354834
2026/05/21 17:13:54.364, 14758, 1186, 0
1779354839
2026/05/21 17:13:59.394, 14598, 1346, 1
1779354844
2026/05/21 17:14:04.424, 14662, 1282, 0
1779354849
2026/05/21 17:14:09.451, 14566, 1378, 100
1779354854
2026/05/21 17:14:14.483, 14438, 1506, 20
1779354859
2026/05/21 17:14:19.514, 14246, 1698, 9
1779354864
2026/05/21 17:14:24.549, 14054, 1890, 46
1779354869
2026/05/21 17:14:29.578, 13958, 1986, 0
1779354874
2026/05/21 17:14:34.609, 13990, 1954, 11
1779354879
2026/05/21 17:14:39.641, 14694, 1250, 0
1779354884
2026/05/21 17:14:44.670, 14662, 1282, 0
1779354889
2026/05/21 17:14:49.699, 14630, 1314, 1
1779354894
2026/05/21 17:14:54.726, 14534, 1410, 0
1779354899
2026/05/21 17:14:59.757, 14566, 1378, 3
1779354904
2026/05/21 17:15:04.796, 14342, 1602, 31
1779354909
2026/05/21 17:15:09.827, 14278, 1666, 19
1779354914
2026/05/21 17:15:14.859, 14022, 1922, 25
1779354919
2026/05/21 17:15:19.890, 14630, 1314, 0
1779354924
2026/05/21 17:15:24.919, 14758, 1186, 0
1779354929
2026/05/21 17:15:29.949, 14438, 1506, 93
1779354934
2026/05/21 17:15:34.981, 14374, 1570, 23
1779354940
2026/05/21 17:15:40.018, 14278, 1666, 10
1779354945
2026/05/21 17:15:45.046, 14086, 1858, 22
1779354950
2026/05/21 17:15:50.074, 14694, 1250, 0
1779354955
2026/05/21 17:15:55.104, 14694, 1250, 0
1779354960
2026/05/21 17:16:00.129, 14630, 1314, 0
1779354965
2026/05/21 17:16:05.154, 14406, 1538, 7
1779354970
2026/05/21 17:16:10.178, 13990, 1954, 75
1779354975
2026/05/21 17:16:15.202, 14022, 1922, 3
1779354980
2026/05/21 17:16:20.229, 13926, 2018, 1
1779354985
2026/05/21 17:16:25.259, 14662, 1282, 0
1779354990
2026/05/21 17:16:30.286, 14502, 1442, 19
1779354995
2026/05/21 17:16:35.313, 14406, 1538, 95
1779355000
2026/05/21 17:16:40.344, 14374, 1570, 18
1779355005
2026/05/21 17:16:45.389, 14118, 1826, 42
1779355010
2026/05/21 17:16:50.418, 13990, 1954, 21
1779355015
2026/05/21 17:16:55.451, 14694, 1250, 0
1779355020
2026/05/21 17:17:00.477, 14630, 1314, 0
1779355025
2026/05/21 17:17:05.511, 14758, 1186, 7
1779355030
2026/05/21 17:17:10.578, 14438, 1506, 40
1779355035
2026/05/21 17:17:15.668, 14374, 1570, 9
1779355040
2026/05/21 17:17:20.695, 14278, 1666, 11
1779355045
2026/05/21 17:17:25.727, 14054, 1890, 23
1779355050
2026/05/21 17:17:30.756, 14694, 1250, 0
1779355055
2026/05/21 17:17:35.784, 14694, 1250, 3
1779355060
2026/05/21 17:17:40.817, 14310, 1634, 36
1779355065
2026/05/21 17:17:45.845, 14246, 1698, 11
1779355070
2026/05/21 17:17:50.874, 14438, 1506, 11
1779355075
2026/05/21 17:17:55.902, 14214, 1730, 22
1779355080
2026/05/21 17:18:00.932, 13990, 1954, 0
1779355085
2026/05/21 17:18:05.962, 13958, 1986, 0
1779355090
2026/05/21 17:18:10.991, 14054, 1890, 13
1779355096
2026/05/21 17:18:16.022, 14694, 1250, 0
1779355101
2026/05/21 17:18:21.052, 14566, 1378, 0
1779355106
2026/05/21 17:18:26.080, 14694, 1250, 1
1779355111
2026/05/21 17:18:31.111, 14630, 1314, 7
1779355116
2026/05/21 17:18:36.135, 14598, 1346, 100
1779355121
2026/05/21 17:18:41.170, 14310, 1634, 61
1779355126
2026/05/21 17:18:46.200, 14278, 1666, 18
1779355131
2026/05/21 17:18:51.227, 14150, 1794, 21
1779355136
2026/05/21 17:18:56.257, 14694, 1250, 0
1779355141
2026/05/21 17:19:01.287, 14694, 1250, 5
1779355146
2026/05/21 17:19:06.315, 14502, 1442, 100
1779355151
2026/05/21 17:19:11.342, 14470, 1474, 40
1779355156
2026/05/21 17:19:16.372, 14310, 1634, 100
1779355161
2026/05/21 17:19:21.436, 14534, 1410, 31
1779355166
2026/05/21 17:19:26.520, 14278, 1666, 18
1779355171
2026/05/21 17:19:31.548, 14086, 1858, 25
1779355176
2026/05/21 17:19:36.578, 14630, 1314, 0
1779355181
2026/05/21 17:19:41.607, 13958, 1986, 0
1779355186
2026/05/21 17:19:46.637, 14694, 1250, 0
1779355191
2026/05/21 17:19:51.666, 14566, 1378, 0
1779355196
2026/05/21 17:19:56.695, 14694, 1250, 0
1779355201
2026/05/21 17:20:01.720, 14470, 1474, 100
1779355206
2026/05/21 17:20:06.750, 14374, 1570, 11
1779355211
2026/05/21 17:20:11.778, 14054, 1890, 25
1779355216
2026/05/21 17:20:16.809, 13958, 1986, 0
1779355221
2026/05/21 17:20:21.838, 14662, 1282, 0
1779355226
2026/05/21 17:20:26.864, 14694, 1250, 0
1779355231
2026/05/21 17:20:31.893, 14438, 1506, 71
1779355236
2026/05/21 17:20:36.921, 14246, 1698, 9
1779355241
2026/05/21 17:20:41.951, 14086, 1858, 25
1779355246
2026/05/21 17:20:46.980, 13958, 1986, 1
1779355251
2026/05/21 17:20:52.008, 14182, 1762, 14
1779355257
2026/05/21 17:20:57.035, 14022, 1922, 23
1779355262
2026/05/21 17:21:02.064, 13958, 1986, 1
1779355267
2026/05/21 17:21:07.096, 14630, 1314, 1
1779355272
2026/05/21 17:21:12.122, 14534, 1410, 0
1779355277
2026/05/21 17:21:17.147, 14694, 1250, 0
1779355282
2026/05/21 17:21:22.172, 14566, 1378, 1
1779355287
2026/05/21 17:21:27.199, 14566, 1378, 100
1779355292
2026/05/21 17:21:32.228, 14278, 1666, 32
1779355297
2026/05/21 17:21:37.270, 14118, 1826, 24
1779355302
2026/05/21 17:21:42.302, 14758, 1186, 0
1779355307
2026/05/21 17:21:47.333, 14598, 1346, 1
1779355312
2026/05/21 17:21:52.360, 14662, 1282, 0
1779355317
2026/05/21 17:21:57.386, 14694, 1250, 9
1779355322
2026/05/21 17:22:02.414, 14342, 1602, 62
1779355327
2026/05/21 17:22:07.447, 14086, 1858, 17
1779355332
2026/05/21 17:22:12.477, 13958, 1986, 0
1779355337
2026/05/21 17:22:17.506, 13958, 1986, 0
1779355342
2026/05/21 17:22:22.534, 14086, 1858, 13
1779355347
2026/05/21 17:22:27.563, 13990, 1954, 0
1779355352
2026/05/21 17:22:32.596, 14662, 1282, 1
1779355357
2026/05/21 17:22:37.626, 14630, 1314, 0
1779355362
2026/05/21 17:22:42.652, 14534, 1410, 0
1779355367
2026/05/21 17:22:47.678, 14694, 1250, 9
1779355372
2026/05/21 17:22:52.712, 14342, 1602, 37
1779355377
2026/05/21 17:22:57.743, 14246, 1698, 23
1779355382
2026/05/21 17:23:02.775, 13990, 1954, 11
1779355387
2026/05/21 17:23:07.803, 13958, 1986, 24
1779355392
2026/05/21 17:23:12.831, 14758, 1186, 0
1779355397
2026/05/21 17:23:17.860, 14598, 1346, 1
1779355402
2026/05/21 17:23:22.887, 14662, 1282, 0
1779355407
2026/05/21 17:23:27.932, 14502, 1442, 30
1779355412
2026/05/21 17:23:32.965, 14310, 1634, 20
1779355417
2026/05/21 17:23:37.994, 14086, 1858, 22
1779355423
2026/05/21 17:23:43.020, 13958, 1986, 0
1779355428
2026/05/21 17:23:48.051, 14598, 1346, 1
1779355433
2026/05/21 17:23:53.078, 14118, 1826, 13
1779355438
2026/05/21 17:23:58.107, 13958, 1986, 1
1779355443
2026/05/21 17:24:03.136, 14662, 1282, 0
1779355448
2026/05/21 17:24:08.161, 14630, 1314, 0
1779355453
2026/05/21 17:24:13.186, 14534, 1410, 0
1779355458
2026/05/21 17:24:18.215, 14694, 1250, 0
1779355463
2026/05/21 17:24:23.244, 14566, 1378, 0
1779355468
2026/05/21 17:24:28.271, 14694, 1250, 1
1779355473
2026/05/21 17:24:33.341, 14470, 1474, 93
1779355478
2026/05/21 17:24:38.433, 14406, 1538, 9
1779355483
2026/05/21 17:24:43.463, 14182, 1762, 13
1779355488
2026/05/21 17:24:48.491, 14182, 1762, 17
1779355493
2026/05/21 17:24:53.518, 14118, 1826, 8
1779355498
2026/05/21 17:24:58.549, 13958, 1986, 0
1779355503
2026/05/21 17:25:03.582, 14694, 1250, 0
1779355508
2026/05/21 17:25:08.608, 14694, 1250, 3
1779355513
2026/05/21 17:25:13.636, 14630, 1314, 100
1779355518
2026/05/21 17:25:18.665, 14406, 1538, 0
1779355523
2026/05/21 17:25:23.691, 14694, 1250, 3
1779355528
2026/05/21 17:25:28.720, 14502, 1442, 14
1779355533
2026/05/21 17:25:33.749, 14406, 1538, 11
1779355538
2026/05/21 17:25:38.778, 14406, 1538, 100
1779355543
2026/05/21 17:25:43.809, 13990, 1954, 92
1779355548
2026/05/21 17:25:48.841, 14022, 1922, 100
