2026-05-21T20:53:09+08:00
2026/05/21 20:56:35.502, 9102, 16376, 0, 11.19
2026-05-21T20:56:37+08:00
2026/05/21 20:56:37.538, 9262, 16376, 0, 11.12
2026-05-21T20:56:39+08:00
2026/05/21 20:56:39.571, 9326, 16376, 0, 11.21
2026-05-21T20:56:41+08:00
2026/05/21 20:56:41.605, 9358, 16376, 0, 11.18
2026-05-21T20:56:43+08:00
2026/05/21 20:56:43.639, 9390, 16376, 0, 11.35
2026-05-21T20:56:45+08:00
2026/05/21 20:56:45.670, 9550, 16376, 0, 11.50
2026-05-21T20:56:47+08:00
2026/05/21 20:56:47.707, 9614, 16376, 0, 11.18
2026-05-21T20:56:49+08:00
2026/05/21 20:56:49.740, 9806, 16376, 0, 11.12
2026-05-21T20:56:51+08:00
2026/05/21 20:56:51.774, 9998, 16376, 0, 11.13
2026-05-21T20:56:53+08:00
2026/05/21 20:56:53.808, 10030, 16376, 0, 11.13
2026-05-21T20:56:55+08:00
2026/05/21 20:56:55.841, 10062, 16376, 0, 11.14
2026-05-21T20:56:57+08:00
2026/05/21 20:56:57.871, 10094, 16376, 0, 11.12
2026-05-21T20:56:59+08:00
2026/05/21 20:56:59.904, 10254, 16376, 16, 11.12
2026-05-21T20:57:01+08:00
2026/05/21 20:57:01.936, 10318, 16376, 0, 11.13
2026-05-21T20:57:03+08:00
2026/05/21 20:57:03.970, 10510, 16376, 0, 11.11
2026-05-21T20:57:05+08:00
2026/05/21 20:57:06.002, 10702, 16376, 0, 11.20
2026-05-21T20:57:08+08:00
2026/05/21 20:57:08.035, 10734, 16376, 0, 11.15
2026-05-21T20:57:10+08:00
2026/05/21 20:57:10.067, 10766, 16376, 0, 11.15
2026-05-21T20:57:12+08:00
2026/05/21 20:57:12.097, 10798, 16376, 0, 11.16
2026-05-21T20:57:14+08:00
2026/05/21 20:57:14.134, 10964, 16376, 0, 11.70
2026-05-21T20:57:16+08:00
2026/05/21 20:57:16.170, 13542, 16376, 6, 133.62
2026-05-21T20:57:18+08:00
2026/05/21 20:57:18.196, 15494, 16376, 4, 203.41
2026-05-21T20:57:20+08:00
2026/05/21 20:57:20.224, 15494, 16376, 100, 217.75
2026-05-21T20:57:22+08:00
2026/05/21 20:57:22.253, 15494, 16376, 100, 205.78
2026-05-21T20:57:24+08:00
2026/05/21 20:57:24.282, 15494, 16376, 100, 202.03
2026-05-21T20:57:26+08:00
2026/05/21 20:57:26.315, 15494, 16376, 100, 202.44
2026-05-21T20:57:28+08:00
2026/05/21 20:57:28.350, 15494, 16376, 100, 212.24
2026-05-21T20:57:30+08:00
2026/05/21 20:57:30.383, 15494, 16376, 100, 201.53
2026-05-21T20:57:32+08:00
2026/05/21 20:57:32.411, 15494, 16376, 100, 215.00
2026-05-21T20:57:34+08:00
2026/05/21 20:57:34.441, 15494, 16376, 100, 192.00
2026-05-21T20:57:36+08:00
2026/05/21 20:57:36.470, 15558, 16376, 4, 99.49
2026-05-21T20:57:38+08:00
2026/05/21 20:57:38.499, 15846, 16376, 100, 168.22
2026-05-21T20:57:40+08:00
2026/05/21 20:57:40.528, 15494, 16376, 13, 34.04
2026-05-21T20:57:42+08:00
2026/05/21 20:57:42.557, 15718, 16376, 100, 189.52
2026-05-21T20:57:44+08:00
2026/05/21 20:57:44.586, 15846, 16376, 0, 56.12
2026-05-21T20:57:46+08:00
2026/05/21 20:57:46.615, 15718, 16376, 100, 132.67
2026-05-21T20:57:48+08:00
2026/05/21 20:57:48.643, 15814, 16376, 1, 59.16
2026-05-21T20:57:50+08:00
2026/05/21 20:57:50.671, 15686, 16376, 100, 136.30
2026-05-21T20:57:52+08:00
2026/05/21 20:57:52.699, 15558, 16376, 3, 54.16
2026-05-21T20:57:54+08:00
2026/05/21 20:57:54.728, 15750, 16376, 100, 208.85
2026-05-21T20:57:56+08:00
2026/05/21 20:57:56.758, 15846, 16376, 0, 49.36
2026-05-21T20:57:58+08:00
2026/05/21 20:57:58.792, 15718, 16376, 100, 151.65
2026-05-21T20:58:00+08:00
2026/05/21 20:58:00.822, 15846, 16376, 1, 59.12
2026-05-21T20:58:02+08:00
2026/05/21 20:58:02.856, 15718, 16376, 100, 94.21
2026-05-21T20:58:04+08:00
2026/05/21 20:58:04.885, 15814, 16376, 0, 59.05
2026-05-21T20:58:06+08:00
2026/05/21 20:58:06.914, 15686, 16376, 100, 112.74
2026-05-21T20:58:08+08:00
2026/05/21 20:58:08.946, 15782, 16376, 1, 59.13
2026-05-21T20:58:10+08:00
2026/05/21 20:58:10.973, 15750, 16376, 100, 118.78
2026-05-21T20:58:12+08:00
2026/05/21 20:58:13.001, 15846, 16376, 0, 59.02
2026-05-21T20:58:15+08:00
2026/05/21 20:58:15.028, 15686, 16376, 100, 59.14
2026-05-21T20:58:17+08:00
2026/05/21 20:58:17.057, 15782, 16376, 1, 59.87
2026-05-21T20:58:19+08:00
2026/05/21 20:58:19.087, 15750, 16376, 100, 31.88
2026-05-21T20:58:21+08:00
2026/05/21 20:58:21.116, 15846, 16376, 0, 60.87
2026-05-21T20:58:23+08:00
2026/05/21 20:58:23.141, 15622, 16376, 8, 24.15
2026-05-21T20:58:25+08:00
2026/05/21 20:58:25.170, 15846, 16376, 0, 147.06
2026-05-21T20:58:27+08:00
2026/05/21 20:58:27.198, 15622, 16376, 7, 37.15
2026-05-21T20:58:29+08:00
2026/05/21 20:58:29.228, 15782, 16376, 100, 225.70
2026-05-21T20:58:31+08:00
2026/05/21 20:58:31.257, 15878, 16376, 0, 53.18
2026-05-21T20:58:33+08:00
2026/05/21 20:58:33.286, 15686, 16376, 100, 131.06
2026-05-21T20:58:35+08:00
2026/05/21 20:58:35.316, 15814, 16376, 0, 59.64
2026-05-21T20:58:37+08:00
2026/05/21 20:58:37.344, 15718, 16376, 100, 150.40
2026-05-21T20:58:39+08:00
2026/05/21 20:58:39.373, 15846, 16376, 0, 58.95
2026-05-21T20:58:41+08:00
2026/05/21 20:58:41.400, 15750, 16376, 100, 60.17
2026-05-21T20:58:43+08:00
2026/05/21 20:58:43.429, 15846, 16376, 1, 60.55
2026-05-21T20:58:45+08:00
2026/05/21 20:58:45.456, 15654, 16376, 8, 26.10
2026-05-21T20:58:47+08:00
2026/05/21 20:58:47.485, 15846, 16376, 15, 162.03
2026-05-21T20:58:49+08:00
2026/05/21 20:58:49.513, 15526, 16376, 0, 36.80
2026-05-21T20:58:51+08:00
2026/05/21 20:58:51.543, 15718, 16376, 57, 219.47
2026-05-21T20:58:53+08:00
2026/05/21 20:58:53.572, 15846, 16376, 0, 49.55
2026-05-21T20:58:55+08:00
2026/05/21 20:58:55.602, 15718, 16376, 100, 172.81
2026-05-21T20:58:57+08:00
2026/05/21 20:58:57.630, 15814, 16376, 1, 59.28
2026-05-21T20:58:59+08:00
2026/05/21 20:58:59.659, 15718, 16376, 56, 153.23
2026-05-21T20:59:01+08:00
2026/05/21 20:59:01.688, 15590, 16376, 11, 48.28
2026-05-21T20:59:03+08:00
2026/05/21 20:59:03.717, 15846, 16376, 4, 177.94
2026-05-21T20:59:05+08:00
2026/05/21 20:59:05.746, 15494, 16376, 0, 42.71
2026-05-21T20:59:07+08:00
2026/05/21 20:59:07.776, 15718, 16376, 100, 189.76
2026-05-21T20:59:09+08:00
2026/05/21 20:59:09.804, 15846, 16376, 0, 52.99
2026-05-21T20:59:11+08:00
2026/05/21 20:59:11.834, 15718, 16376, 100, 132.73
2026-05-21T20:59:13+08:00
2026/05/21 20:59:13.862, 15814, 16376, 0, 59.19
2026-05-21T20:59:15+08:00
2026/05/21 20:59:15.890, 15686, 16376, 100, 149.16
2026-05-21T20:59:17+08:00
2026/05/21 20:59:17.919, 15526, 16376, 0, 55.93
2026-05-21T20:59:19+08:00
2026/05/21 20:59:19.948, 15750, 16376, 100, 155.38
2026-05-21T20:59:21+08:00
2026/05/21 20:59:21.978, 15846, 16376, 0, 58.96
2026-05-21T20:59:23+08:00
2026/05/21 20:59:24.006, 15558, 16376, 100, 195.11
2026-05-21T20:59:26+08:00
2026/05/21 20:59:26.035, 15526, 16376, 100, 209.01
2026-05-21T20:59:28+08:00
2026/05/21 20:59:28.061, 15558, 16376, 100, 204.18
2026-05-21T20:59:30+08:00
2026/05/21 20:59:30.090, 15526, 16376, 100, 201.69
2026-05-21T20:59:32+08:00
2026/05/21 20:59:32.115, 15526, 16376, 80, 185.67
2026-05-21T20:59:34+08:00
2026/05/21 20:59:34.141, 15526, 16376, 96, 193.10
2026-05-21T20:59:36+08:00
2026/05/21 20:59:36.168, 15526, 16376, 100, 193.58
2026-05-21T20:59:38+08:00
2026/05/21 20:59:38.193, 15526, 16376, 100, 204.80
2026-05-21T20:59:40+08:00
2026/05/21 20:59:40.222, 15526, 16376, 100, 201.27
2026-05-21T20:59:42+08:00
2026/05/21 20:59:42.251, 15526, 16376, 100, 207.77
2026-05-21T20:59:44+08:00
2026/05/21 20:59:44.279, 15686, 16376, 100, 156.90
2026-05-21T20:59:46+08:00
2026/05/21 20:59:46.308, 15782, 16376, 0, 59.27
2026-05-21T20:59:48+08:00
2026/05/21 20:59:48.334, 15750, 16376, 100, 114.26
2026-05-21T20:59:50+08:00
2026/05/21 20:59:50.363, 15846, 16376, 1, 60.04
2026-05-21T20:59:52+08:00
2026/05/21 20:59:52.391, 15718, 16376, 10, 29.84
2026-05-21T20:59:54+08:00
2026/05/21 20:59:54.420, 15846, 16376, 1, 73.83
2026-05-21T20:59:56+08:00
2026/05/21 20:59:56.449, 15686, 16376, 12, 24.34
2026-05-21T20:59:58+08:00
2026/05/21 20:59:58.478, 15878, 16376, 80, 157.49
2026-05-21T21:00:00+08:00
2026/05/21 21:00:00.505, 15526, 16376, 1, 36.73
2026-05-21T21:00:02+08:00
2026/05/21 21:00:02.534, 15686, 16376, 83, 190.85
2026-05-21T21:00:04+08:00
2026/05/21 21:00:04.562, 15526, 16376, 14, 56.53
2026-05-21T21:00:06+08:00
2026/05/21 21:00:06.593, 15718, 16376, 100, 208.16
2026-05-21T21:00:08+08:00
2026/05/21 21:00:08.623, 15846, 16376, 1, 52.85
2026-05-21T21:00:10+08:00
2026/05/21 21:00:10.652, 15750, 16376, 100, 95.41
2026-05-21T21:00:12+08:00
2026/05/21 21:00:12.681, 15846, 16376, 0, 59.00
2026-05-21T21:00:14+08:00
2026/05/21 21:00:14.710, 15750, 16376, 9, 25.06
2026-05-21T21:00:16+08:00
2026/05/21 21:00:16.745, 15846, 16376, 0, 140.36
2026-05-21T21:00:18+08:00
2026/05/21 21:00:18.774, 15526, 16376, 16, 32.88
2026-05-21T21:00:20+08:00
2026/05/21 21:00:20.804, 15718, 16376, 100, 211.39
2026-05-21T21:00:22+08:00
2026/05/21 21:00:22.836, 15846, 16376, 1, 46.36
2026-05-21T21:00:24+08:00
2026/05/21 21:00:24.868, 15718, 16376, 100, 169.79
2026-05-21T21:00:26+08:00
2026/05/21 21:00:26.901, 15814, 16376, 0, 56.40
2026-05-21T21:00:28+08:00
2026/05/21 21:00:28.933, 15718, 16376, 100, 158.71
2026-05-21T21:00:30+08:00
2026/05/21 21:00:30.965, 15590, 16376, 7, 51.90
2026-05-21T21:00:32+08:00
2026/05/21 21:00:32.994, 15846, 16376, 100, 183.85
2026-05-21T21:00:35+08:00
2026/05/21 21:00:35.021, 15494, 16376, 0, 40.26
2026-05-21T21:00:37+08:00
2026/05/21 21:00:37.052, 15718, 16376, 100, 171.49
2026-05-21T21:00:39+08:00
2026/05/21 21:00:39.081, 15846, 16376, 0, 56.24
2026-05-21T21:00:41+08:00
2026/05/21 21:00:41.111, 15718, 16376, 100, 111.96
2026-05-21T21:00:43+08:00
2026/05/21 21:00:43.138, 15814, 16376, 1, 59.04
2026-05-21T21:00:45+08:00
2026/05/21 21:00:45.169, 15686, 16376, 100, 96.89
2026-05-21T21:00:47+08:00
2026/05/21 21:00:47.199, 15782, 16376, 0, 59.37
2026-05-21T21:00:49+08:00
2026/05/21 21:00:49.227, 15750, 16376, 100, 96.30
2026-05-21T21:00:51+08:00
2026/05/21 21:00:51.255, 15846, 16376, 1, 60.32
2026-05-21T21:00:53+08:00
2026/05/21 21:00:53.282, 15686, 16376, 10, 41.21
2026-05-21T21:00:55+08:00
2026/05/21 21:00:55.313, 15782, 16376, 0, 60.36
2026-05-21T21:00:57+08:00
2026/05/21 21:00:57.342, 15750, 16376, 7, 30.18
2026-05-21T21:00:59+08:00
2026/05/21 21:00:59.372, 15846, 16376, 0, 89.36
2026-05-21T21:01:01+08:00
2026/05/21 21:01:01.400, 15590, 16376, 12, 23.90
2026-05-21T21:01:03+08:00
2026/05/21 21:01:03.429, 15846, 16376, 39, 166.09
2026-05-21T21:01:05+08:00
2026/05/21 21:01:05.457, 15590, 16376, 9, 40.89
2026-05-21T21:01:07+08:00
2026/05/21 21:01:07.490, 15782, 16376, 100, 226.89
2026-05-21T21:01:09+08:00
2026/05/21 21:01:09.519, 15878, 16376, 0, 56.16
2026-05-21T21:01:11+08:00
2026/05/21 21:01:11.549, 15686, 16376, 100, 110.78
2026-05-21T21:01:13+08:00
2026/05/21 21:01:13.578, 15814, 16376, 0, 59.22
2026-05-21T21:01:15+08:00
2026/05/21 21:01:15.606, 15718, 16376, 100, 131.07
2026-05-21T21:01:17+08:00
2026/05/21 21:01:17.635, 15846, 16376, 1, 59.06
2026-05-21T21:01:19+08:00
2026/05/21 21:01:19.665, 15750, 16376, 100, 72.59
2026-05-21T21:01:21+08:00
2026/05/21 21:01:21.694, 15846, 16376, 0, 60.57
2026-05-21T21:01:23+08:00
2026/05/21 21:01:23.722, 15654, 16376, 9, 25.19
2026-05-21T21:01:25+08:00
2026/05/21 21:01:25.751, 15846, 16376, 3, 171.59
2026-05-21T21:01:27+08:00
2026/05/21 21:01:27.781, 15526, 16376, 0, 33.38
2026-05-21T21:01:29+08:00
2026/05/21 21:01:29.809, 15718, 16376, 100, 208.48
2026-05-21T21:01:31+08:00
2026/05/21 21:01:31.838, 15846, 16376, 0, 52.85
2026-05-21T21:01:33+08:00
2026/05/21 21:01:33.866, 15590, 16376, 100, 203.28
2026-05-21T21:01:35+08:00
2026/05/21 21:01:35.897, 15558, 16376, 100, 184.96
2026-05-21T21:01:37+08:00
2026/05/21 21:01:37.928, 15558, 16376, 100, 194.09
2026-05-21T21:01:39+08:00
2026/05/21 21:01:39.956, 15558, 16376, 57, 216.40
2026-05-21T21:01:41+08:00
2026/05/21 21:01:41.986, 15558, 16376, 5, 213.66
2026-05-21T21:01:44+08:00
2026/05/21 21:01:44.020, 15558, 16376, 4, 211.12
2026-05-21T21:01:46+08:00
2026/05/21 21:01:46.047, 15558, 16376, 100, 213.80
2026-05-21T21:01:48+08:00
2026/05/21 21:01:48.077, 15558, 16376, 100, 205.96
2026-05-21T21:01:50+08:00
2026/05/21 21:01:50.108, 15558, 16376, 100, 208.91
2026-05-21T21:01:52+08:00
2026/05/21 21:01:52.136, 15558, 16376, 20, 214.30
2026-05-21T21:01:54+08:00
2026/05/21 21:01:54.165, 15718, 16376, 100, 221.01
2026-05-21T21:01:56+08:00
2026/05/21 21:01:56.193, 15526, 16376, 0, 47.41
2026-05-21T21:01:58+08:00
2026/05/21 21:01:58.224, 15718, 16376, 0, 153.13
2026-05-21T21:02:00+08:00
2026/05/21 21:02:00.252, 15686, 16376, 6, 41.22
2026-05-21T21:02:02+08:00
2026/05/21 21:02:02.287, 15846, 16376, 8, 138.30
2026-05-21T21:02:04+08:00
2026/05/21 21:02:04.314, 15494, 16376, 10, 31.93
2026-05-21T21:02:06+08:00
2026/05/21 21:02:06.342, 15718, 16376, 100, 218.43
2026-05-21T21:02:08+08:00
2026/05/21 21:02:08.371, 15846, 16376, 0, 46.42
2026-05-21T21:02:10+08:00
2026/05/21 21:02:10.402, 15718, 16376, 100, 172.39
2026-05-21T21:02:12+08:00
2026/05/21 21:02:12.433, 15814, 16376, 1, 59.29
2026-05-21T21:02:14+08:00
2026/05/21 21:02:14.465, 15686, 16376, 100, 184.15
2026-05-21T21:02:16+08:00
2026/05/21 21:02:16.496, 15526, 16376, 1, 51.00
2026-05-21T21:02:18+08:00
2026/05/21 21:02:18.526, 15750, 16376, 100, 194.01
2026-05-21T21:02:20+08:00
2026/05/21 21:02:20.557, 15846, 16376, 0, 53.46
2026-05-21T21:02:22+08:00
2026/05/21 21:02:22.589, 15686, 16376, 100, 132.20
2026-05-21T21:02:24+08:00
2026/05/21 21:02:24.618, 15782, 16376, 0, 59.10
2026-05-21T21:02:26+08:00
2026/05/21 21:02:26.646, 15750, 16376, 100, 117.03
2026-05-21T21:02:28+08:00
2026/05/21 21:02:28.676, 15846, 16376, 0, 59.06
2026-05-21T21:02:30+08:00
2026/05/21 21:02:30.704, 15718, 16376, 9, 28.41
2026-05-21T21:02:32+08:00
2026/05/21 21:02:32.734, 15846, 16376, 0, 88.06
2026-05-21T21:02:34+08:00
2026/05/21 21:02:34.762, 15686, 16376, 8, 22.32
2026-05-21T21:02:36+08:00
2026/05/21 21:02:36.792, 15878, 16376, 3, 166.23
2026-05-21T21:02:38+08:00
2026/05/21 21:02:38.819, 15526, 16376, 1, 38.80
2026-05-21T21:02:40+08:00
2026/05/21 21:02:40.849, 15686, 16376, 100, 189.97
2026-05-21T21:02:42+08:00
2026/05/21 21:02:42.880, 15526, 16376, 1, 55.91
2026-05-21T21:02:44+08:00
2026/05/21 21:02:44.908, 15718, 16376, 100, 155.58
2026-05-21T21:02:46+08:00
2026/05/21 21:02:46.941, 15846, 16376, 0, 59.28
2026-05-21T21:02:48+08:00
2026/05/21 21:02:48.971, 15750, 16376, 17, 56.40
2026-05-21T21:02:50+08:00
2026/05/21 21:02:50.999, 15846, 16376, 1, 60.83
2026-05-21T21:02:53+08:00
2026/05/21 21:02:53.027, 15622, 16376, 16, 22.86
2026-05-21T21:02:55+08:00
2026/05/21 21:02:55.059, 15846, 16376, 0, 177.67
2026-05-21T21:02:57+08:00
2026/05/21 21:02:57.090, 15526, 16376, 14, 41.92
2026-05-21T21:02:59+08:00
2026/05/21 21:02:59.119, 15718, 16376, 100, 188.58
2026-05-21T21:03:01+08:00
2026/05/21 21:03:01.149, 15846, 16376, 1, 52.48
2026-05-21T21:03:03+08:00
