timestamp, memory.used [MiB], memory.free [MiB], utilization.gpu [%]
2026/05/22 14:03:54.399, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:03:59.399, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:04:04.399, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:04:09.400, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:04:14.400, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:04:19.401, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:04:24.401, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:04:29.402, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:04:34.402, 13241 MiB, 2703 MiB, 100 %
2026/05/22 14:04:39.402, 13241 MiB, 2703 MiB, 100 %
2026/05/22 14:04:44.403, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:04:49.403, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:04:54.404, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:04:59.404, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:05:04.405, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:05:09.405, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:05:14.406, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:05:19.406, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:05:24.406, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:05:29.407, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:05:34.407, 13209 MiB, 2735 MiB, 99 %
2026/05/22 14:05:39.408, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:05:44.408, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:05:49.409, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:05:54.409, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:05:59.410, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:06:04.410, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:06:09.410, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:06:14.411, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:06:19.411, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:06:24.412, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:06:29.412, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:06:34.413, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:06:39.413, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:06:44.413, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:06:49.414, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:06:54.414, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:06:59.415, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:07:04.415, 13177 MiB, 2767 MiB, 100 %
2026/05/22 14:07:09.416, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:07:14.416, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:07:19.417, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:07:24.417, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:07:29.417, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:07:34.418, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:07:39.418, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:07:44.419, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:07:49.419, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:07:54.420, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:07:59.420, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:08:04.421, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:08:09.421, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:08:14.421, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:08:19.422, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:08:24.422, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:08:29.423, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:08:34.423, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:08:39.424, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:08:44.424, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:08:49.425, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:08:54.425, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:08:59.425, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:09:04.426, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:09:09.426, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:09:14.427, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:09:19.427, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:09:24.428, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:09:29.428, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:09:34.429, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:09:39.429, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:09:44.429, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:09:49.430, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:09:54.430, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:09:59.431, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:10:04.431, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:10:09.432, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:10:14.432, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:10:19.432, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:10:24.433, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:10:29.433, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:10:34.434, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:10:39.434, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:10:44.435, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:10:49.435, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:10:54.436, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:10:59.436, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:11:04.436, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:11:09.437, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:11:14.437, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:11:19.438, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:11:24.438, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:11:29.439, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:11:34.439, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:11:39.439, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:11:44.440, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:11:49.440, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:11:54.441, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:11:59.441, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:12:04.442, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:12:09.442, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:12:14.443, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:12:19.443, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:12:24.444, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:12:29.444, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:12:34.445, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:12:39.445, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:12:44.446, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:12:49.446, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:12:54.447, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:12:59.447, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:13:04.448, 13209 MiB, 2735 MiB, 96 %
2026/05/22 14:13:09.448, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:13:14.448, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:13:19.449, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:13:24.449, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:13:29.450, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:13:34.450, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:13:39.451, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:13:44.451, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:13:49.452, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:13:54.452, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:13:59.452, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:14:04.453, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:14:09.453, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:14:14.454, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:14:19.454, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:14:24.455, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:14:29.455, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:14:34.456, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:14:39.456, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:14:44.456, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:14:49.457, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:14:54.458, 13209 MiB, 2735 MiB, 100 %
2026/05/22 14:14:59.458, 13241 MiB, 2703 MiB, 100 %
2026/05/22 14:15:04.458, 13241 MiB, 2703 MiB, 100 %
2026/05/22 14:15:09.459, 13241 MiB, 2703 MiB, 100 %
2026/05/22 14:15:14.459, 13241 MiB, 2703 MiB, 100 %
2026/05/22 14:15:19.460, 13241 MiB, 2703 MiB, 100 %
