timestamp, memory.used [MiB], memory.free [MiB], utilization.gpu [%]
2026/05/22 11:31:12.875, 13447 MiB, 2497 MiB, 1 %
2026/05/22 11:31:13.875, 12647 MiB, 3297 MiB, 1 %
2026/05/22 11:31:14.875, 12807 MiB, 3137 MiB, 28 %
2026/05/22 11:31:15.875, 12999 MiB, 2945 MiB, 26 %
2026/05/22 11:31:16.875, 13127 MiB, 2817 MiB, 100 %
2026/05/22 11:31:17.876, 13255 MiB, 2689 MiB, 0 %
2026/05/22 11:31:18.876, 13255 MiB, 2689 MiB, 0 %
2026/05/22 11:31:19.876, 12743 MiB, 3201 MiB, 17 %
2026/05/22 11:31:20.876, 12935 MiB, 3009 MiB, 17 %
2026/05/22 11:31:21.876, 13191 MiB, 2753 MiB, 24 %
2026/05/22 11:31:22.877, 13383 MiB, 2561 MiB, 2 %
2026/05/22 11:31:23.877, 13383 MiB, 2561 MiB, 0 %
2026/05/22 11:31:24.877, 13383 MiB, 2561 MiB, 1 %
2026/05/22 11:31:25.877, 12807 MiB, 3137 MiB, 11 %
2026/05/22 11:31:26.877, 13031 MiB, 2913 MiB, 8 %
2026/05/22 11:31:27.878, 13255 MiB, 2689 MiB, 99 %
2026/05/22 11:31:28.878, 13415 MiB, 2529 MiB, 0 %
2026/05/22 11:31:29.878, 13415 MiB, 2529 MiB, 0 %
2026/05/22 11:31:30.878, 12615 MiB, 3329 MiB, 0 %
2026/05/22 11:31:31.878, 12807 MiB, 3137 MiB, 16 %
2026/05/22 11:31:32.879, 13031 MiB, 2913 MiB, 23 %
2026/05/22 11:31:33.879, 13223 MiB, 2721 MiB, 21 %
2026/05/22 11:31:34.879, 13415 MiB, 2529 MiB, 0 %
2026/05/22 11:31:35.879, 13415 MiB, 2529 MiB, 0 %
2026/05/22 11:31:36.879, 12647 MiB, 3297 MiB, 0 %
2026/05/22 11:31:37.880, 12807 MiB, 3137 MiB, 18 %
2026/05/22 11:31:38.880, 12999 MiB, 2945 MiB, 27 %
2026/05/22 11:31:39.880, 13191 MiB, 2753 MiB, 23 %
2026/05/22 11:31:40.880, 13351 MiB, 2593 MiB, 0 %
2026/05/22 11:31:41.880, 13351 MiB, 2593 MiB, 0 %
2026/05/22 11:31:42.881, 12679 MiB, 3265 MiB, 0 %
2026/05/22 11:31:43.881, 12839 MiB, 3105 MiB, 29 %
2026/05/22 11:31:44.881, 13031 MiB, 2913 MiB, 49 %
2026/05/22 11:31:45.881, 13159 MiB, 2785 MiB, 100 %
2026/05/22 11:31:46.881, 13319 MiB, 2625 MiB, 0 %
2026/05/22 11:31:47.882, 13319 MiB, 2625 MiB, 1 %
2026/05/22 11:31:48.882, 12743 MiB, 3201 MiB, 15 %
2026/05/22 11:31:49.882, 12967 MiB, 2977 MiB, 12 %
2026/05/22 11:31:50.882, 13127 MiB, 2817 MiB, 3 %
2026/05/22 11:31:51.882, 13127 MiB, 2817 MiB, 0 %
2026/05/22 11:31:52.883, 12711 MiB, 3233 MiB, 7 %
2026/05/22 11:31:53.883, 12935 MiB, 3009 MiB, 10 %
2026/05/22 11:31:54.883, 13255 MiB, 2689 MiB, 8 %
2026/05/22 11:31:55.883, 13415 MiB, 2529 MiB, 2 %
2026/05/22 11:31:56.883, 13415 MiB, 2529 MiB, 0 %
2026/05/22 11:31:57.884, 13415 MiB, 2529 MiB, 1 %
2026/05/22 11:31:58.884, 12807 MiB, 3137 MiB, 11 %
2026/05/22 11:31:59.884, 13031 MiB, 2913 MiB, 10 %
2026/05/22 11:32:00.884, 13191 MiB, 2753 MiB, 100 %
2026/05/22 11:32:01.884, 13351 MiB, 2593 MiB, 0 %
2026/05/22 11:32:02.885, 13351 MiB, 2593 MiB, 1 %
2026/05/22 11:32:03.885, 12711 MiB, 3233 MiB, 19 %
2026/05/22 11:32:04.885, 12967 MiB, 2977 MiB, 8 %
2026/05/22 11:32:05.885, 13159 MiB, 2785 MiB, 9 %
2026/05/22 11:32:06.885, 13319 MiB, 2625 MiB, 0 %
2026/05/22 11:32:07.886, 13319 MiB, 2625 MiB, 0 %
2026/05/22 11:32:08.886, 12647 MiB, 3297 MiB, 0 %
2026/05/22 11:32:09.886, 12871 MiB, 3073 MiB, 12 %
2026/05/22 11:32:10.886, 13095 MiB, 2849 MiB, 34 %
2026/05/22 11:32:11.886, 13223 MiB, 2721 MiB, 0 %
2026/05/22 11:32:12.887, 13223 MiB, 2721 MiB, 0 %
2026/05/22 11:32:13.887, 12743 MiB, 3201 MiB, 10 %
2026/05/22 11:32:14.887, 12999 MiB, 2945 MiB, 8 %
2026/05/22 11:32:15.887, 13223 MiB, 2721 MiB, 8 %
2026/05/22 11:32:16.887, 13415 MiB, 2529 MiB, 7 %
2026/05/22 11:32:17.888, 13415 MiB, 2529 MiB, 1 %
2026/05/22 11:32:18.888, 13415 MiB, 2529 MiB, 0 %
2026/05/22 11:32:19.888, 12775 MiB, 3169 MiB, 20 %
2026/05/22 11:32:20.888, 12967 MiB, 2977 MiB, 26 %
2026/05/22 11:32:21.888, 13127 MiB, 2817 MiB, 100 %
2026/05/22 11:32:22.889, 13255 MiB, 2689 MiB, 0 %
2026/05/22 11:32:23.889, 13255 MiB, 2689 MiB, 0 %
2026/05/22 11:32:24.889, 12807 MiB, 3137 MiB, 11 %
2026/05/22 11:32:25.889, 12967 MiB, 2977 MiB, 8 %
