timestamp, memory.used [MiB], memory.free [MiB], utilization.gpu [%]
2026/05/22 03:42:45.302, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:42:45.802, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:42:46.302, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:42:46.802, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:42:47.303, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:42:47.803, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:42:48.303, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:42:48.803, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:42:49.303, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:42:49.804, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:42:50.304, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:42:50.804, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:42:51.304, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:42:51.804, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:42:52.305, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:42:52.805, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:42:53.305, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:42:53.805, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:42:54.305, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:42:54.806, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:42:55.306, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:42:55.806, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:42:56.306, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:42:56.806, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:42:57.307, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:42:57.807, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:42:58.307, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:42:58.807, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:42:59.307, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:42:59.808, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:00.308, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:00.808, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:01.308, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:01.808, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:02.309, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:02.809, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:03.309, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:03.809, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:04.309, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:04.810, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:05.310, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:05.810, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:06.310, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:06.810, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:07.311, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:07.811, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:08.311, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:08.811, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:09.311, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:09.812, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:10.312, 1082 MiB, 14862 MiB, 0 %
2026/05/22 03:43:10.812, 1082 MiB, 14862 MiB, 0 %
