timestamp, memory.used [MiB], memory.free [MiB], utilization.gpu [%]
2026/05/22 13:37:19.126, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:37:24.127, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:37:29.127, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:37:34.128, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:37:39.128, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:37:44.128, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:37:49.129, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:37:54.129, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:37:59.130, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:38:04.130, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:38:09.131, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:38:14.131, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:38:19.131, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:38:24.132, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:38:29.132, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:38:34.133, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:38:39.133, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:38:44.133, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:38:49.134, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:38:54.134, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:38:59.135, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:39:04.135, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:39:09.135, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:39:14.136, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:39:19.136, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:39:24.137, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:39:29.137, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:39:34.137, 13209 MiB, 2735 MiB, 96 %
2026/05/22 13:39:39.138, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:39:44.138, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:39:49.139, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:39:54.139, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:39:59.139, 13209 MiB, 2735 MiB, 99 %
2026/05/22 13:40:04.140, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:40:09.140, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:40:14.141, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:40:19.141, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:40:24.141, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:40:29.142, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:40:34.142, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:40:39.143, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:40:44.143, 13209 MiB, 2735 MiB, 98 %
2026/05/22 13:40:49.144, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:40:54.144, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:40:59.144, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:41:04.145, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:41:09.145, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:41:14.146, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:41:19.146, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:41:24.147, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:41:29.147, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:41:34.147, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:41:39.148, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:41:44.148, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:41:49.149, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:41:54.149, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:41:59.149, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:42:04.150, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:42:09.150, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:42:14.151, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:42:19.151, 13209 MiB, 2735 MiB, 96 %
2026/05/22 13:42:24.152, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:42:29.152, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:42:34.152, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:42:39.153, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:42:44.153, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:42:49.154, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:42:54.154, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:42:59.154, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:43:04.155, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:43:09.155, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:43:14.156, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:43:19.156, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:43:24.157, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:43:29.157, 13209 MiB, 2735 MiB, 97 %
2026/05/22 13:43:34.157, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:43:39.158, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:43:44.158, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:43:49.159, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:43:54.159, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:43:59.160, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:44:04.160, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:44:09.160, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:44:14.161, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:44:19.161, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:44:24.162, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:44:29.162, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:44:34.163, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:44:39.163, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:44:44.163, 13209 MiB, 2735 MiB, 100 %
2026/05/22 13:44:49.164, 13241 MiB, 2703 MiB, 100 %
2026/05/22 13:44:54.164, 13241 MiB, 2703 MiB, 100 %
2026/05/22 13:44:59.165, 13241 MiB, 2703 MiB, 100 %
2026/05/22 13:45:04.165, 13241 MiB, 2703 MiB, 100 %
2026/05/22 13:45:09.165, 13241 MiB, 2703 MiB, 100 %
2026/05/22 13:45:14.166, 13209 MiB, 2735 MiB, 100 %
